Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED24185;Mas de Daumas Gassac Blanc Half 2022;2022;37.5cl;13.5;White;France;Regional France;3;36.5;30.42;https://hedonism.co.uk/product/mas-de-daumas-gassac-blanc-half-2022
HED24187;Marc Bredif Vouvray 2022;2022;75cl;12.5;White;France;Loire;9;22.7;18.92;https://hedonism.co.uk/product/marc-bredif-vouvray-2022
HED24192;Vouvray Sec Clos de Rougemont Vigneau Chevreau 2022;2022;75cl;13.5;White;France;Loire;3;26.6;22.17;https://hedonism.co.uk/product/vouvray-sec-clos-de-rougemont-vigneau-chevreau-2022
HED24198;Gavi dei Gavi La Scolca Half 2022;2022;37.5cl;12;White;Italy;Italy;13;24.9;20.75;https://hedonism.co.uk/product/gavi-dei-gavi-la-scolca-half-2022
HED24202;Vouvray Sec Francois et Julien Pinon 2022;2022;75cl;13.5;White;France;Loire;6;26.6;22.17;https://hedonism.co.uk/product/vouvray-sec-francois-et-julien-pinon-2022
HED24233;Dall`Isola Joaquin 2022;2022;75cl;11.5;White;Italy;Italy;2;60;50;https://hedonism.co.uk/product/dallisola-joaquin-2022
HED24269;Gavi di Gavi La Giustiniana Montessora 2022;2022;75cl;14;White;Italy;Italy;14;28;23.33;https://hedonism.co.uk/product/gavi-di-gavi-la-giustiniana-montessora-2022
HED24277;Bianco Secco Quintarelli 2022;2022;75cl;12.5;White;Italy;Italy;49;40;33.33;https://hedonism.co.uk/product/bianco-secco-quintarelli-2022
HED24292;Moscato d`Asti Bera Canelli 2022;2022;75cl;5.5;White;Italy;Italy;1;20;16.67;https://hedonism.co.uk/product/moscato-dasti-bera-canelli-2022
HED24296;Terres d`Etoiles Gewurztraminer Mittnacht Freres 2022;2022;75cl;14.5;White;France;Alsace;5;27.4;22.83;https://hedonism.co.uk/product/terres-detoiles-gewurztraminer-mittnacht-freres-2022
HED24308;Seehof Sauvignon Blanc 2022;2022;75cl;12.5;White;Germany;Germany;3;18;15;https://hedonism.co.uk/product/seehof-sauvignon-blanc-2022
HED24311;Winzerhof Stahl Weissburgunder 2022;2022;75cl;13;White;Germany;Germany;6;20.9;17.42;https://hedonism.co.uk/product/winzerhof-stahl-weissburgunder-2022
HED24318;Von Buhl Riesling Bone Dry QbA Magnum 2022;2022;150cl;12;White;Germany;Germany;6;42;35;https://hedonism.co.uk/product/von-buhl-riesling-bone-dry-qba-magnum-2022
HED24330;Conte della Vipera 2022;2022;75cl;12.5;White;Italy;Italy;3;39.2;32.67;https://hedonism.co.uk/product/conte-della-vipera-2022
HED24331;Bocca di Lupo Pietrabianca 2022;2022;75cl;13;White;Italy;Italy;9;34.6;28.83;https://hedonism.co.uk/product/bocca-di-lupo-pietrabianca-2022
HED24334;M.O.B. Lote 3 Branco 2022;2022;75cl;12.5;White;Portugal;Portugal;6;22.4;18.67;https://hedonism.co.uk/product/mob-lote-3-branco-2022
HED94403;Livio Felluga Friulano 2022;2022;75cl;13.5;White;Italy;Italy;1;37.6;31.33;https://hedonism.co.uk/product/livio-felluga-friulano-2022
HED94405;Maximin Grunhaus Abtsberg Riesling Kabinett 2022;2022;75cl;8;White;Germany;Germany;1;47.8;39.83;https://hedonism.co.uk/product/maximin-grunhaus-abtsberg-riesling-kabinett-2022
HED94417;Samas Agricola Punica 2022;2022;75cl;13;White;Italy;Italy;4;19.8;16.5;https://hedonism.co.uk/product/samas-agricola-punica-2022
HED94420;Georg Breuer Rudesheim Estate Riesling 2022;2022;75cl;11.5;White;Germany;Germany;9;28;23.33;https://hedonism.co.uk/product/georg-breuer-rudesheim-estate-riesling-2022
HED94422;Pouilly Fume Indigene Jolivet 2022;2022;75cl;13.5;White;France;Loire;3;57;47.5;https://hedonism.co.uk/product/pouilly-fume-indigene-jolivet-2022
HED94435;Etna Bianco Terre Nere 2022;2022;75cl;12.5;White;Italy;Italy;4;27.8;23.17;https://hedonism.co.uk/product/etna-bianco-terre-nere-2022
HED94517;Brookdale Bradbourne 2022;2022;75cl;13;White;South Africa;South Africa;1;33.6;28;https://hedonism.co.uk/product/brookdale-bradbourne-2022
HED24367;Argile Blanc Ardoisieres Vin des Allobroges 2022;2022;75cl;11.5;White;France;Regional France;7;38.8;32.33;https://hedonism.co.uk/product/argile-blanc-ardoisieres-vin-des-allobroges-2022
HED94526;Fonreaud Le Cygne 2022;2022;75cl;14;White;France;Bordeaux;18;32;26.67;https://hedonism.co.uk/product/fonreaud-le-cygne-2022
HED94527;Lestage La Mouette 2022;2022;75cl;14.5;White;France;Bordeaux;31;30;25;https://hedonism.co.uk/product/lestage-la-mouette-2022
HED94561;Colore Bianco Bibi Graetz 2022;2022;75cl;13.5;White;Italy;Italy;8;185;154.17;https://hedonism.co.uk/product/colore-bianco-bibi-graetz-2022
HED94611;Macharnudo De la Riva 2022;2022;75cl;13.5;White;Spain;Spain;46;65;54.17;https://hedonism.co.uk/product/macharnudo-de-la-riva-2022
HED94629;Pernand Vergelesses Les Belles Filles Jean Jacques Girard 2022;2022;75cl;13.5;White;France;Burgundy;43;35;29.17;https://hedonism.co.uk/product/pernand-vergelesses-les-belles-filles-jean-jacques-girard-2022
HED94630;Savigny Les Beaune Blanc Jean Jacques Girard 2022;2022;75cl;13.5;White;France;Burgundy;15;28.1;23.42;https://hedonism.co.uk/product/savigny-les-beaune-blanc-jean-jacques-girard-2022
HED94631;Chassagne Montrachet Jean Jacques Girard 2022;2022;75cl;13.5;White;France;Burgundy;10;80;66.67;https://hedonism.co.uk/product/chassagne-montrachet-jean-jacques-girard-2022
HED94633;Chablis Montmains Samuel Billaud 2022;2022;75cl;13;White;France;Burgundy;53;70;58.33;https://hedonism.co.uk/product/chablis-montmains-samuel-billaud-2022
HED94634;Chablis Les Fourneaux Samuel Billaud 2022;2022;75cl;13;White;France;Burgundy;14;70;58.33;https://hedonism.co.uk/product/chablis-les-fourneaux-samuel-billaud-2022
HED94635;Chablis Mont de Milieu Samuel Billaud 2022;2022;75cl;13;White;France;Burgundy;8;75;62.5;https://hedonism.co.uk/product/chablis-mont-de-milieu-samuel-billaud-2022
HED94636;Chablis Sechet Samuel Billaud 2022;2022;75cl;13;White;France;Burgundy;24;80;66.67;https://hedonism.co.uk/product/chablis-sechet-samuel-billaud-2022
HED94637;Chablis Montee de Tonnerre Samuel Billaud 2022;2022;75cl;13;White;France;Burgundy;1;80;66.67;https://hedonism.co.uk/product/chablis-montee-de-tonnerre-samuel-billaud-2022
HED24374;Laura Aschero Pigato 2022;2022;75cl;13;White;Italy;Italy;3;41.7;34.75;https://hedonism.co.uk/product/laura-aschero-pigato-2022
HED24388;Egon Muller Wiltinger Braune Kupp Riesling Kabinett 2022;2022;75cl;8.5;White;Germany;Germany;1;80;66.67;https://hedonism.co.uk/product/egon-muller-wiltinger-braune-kupp-riesling-kabinett-2022
HED24391;John Duval Plexus White 2022;2022;75cl;12.5;White;Australia;Australia;6;30;25;https://hedonism.co.uk/product/john-duval-plexus-white-2022
HED24399;Litmus Orange 2022;2022;75cl;12;White;England;England;4;22;18.33;https://hedonism.co.uk/product/litmus-orange-2022
HED24416;Condrieu Les Chaillets Cuilleron 2022;2022;75cl;13.5;White;France;Northern Rhone;14;62.1;51.75;https://hedonism.co.uk/product/condrieu-les-chaillets-cuilleron-2022
HED24423;Kumeu River Hunting Hill Chardonnay 2022;2022;75cl;13.5;White;New Zealand;New Zealand;19;51.7;43.08;https://hedonism.co.uk/product/kumeu-river-hunting-hill-chardonnay-2022
HED24424;Zahel Nussberg Wiener Gemischter Satz 2022;2022;75cl;13;White;Austria;Austria;8;28.4;23.67;https://hedonism.co.uk/product/zahel-nussberg-wiener-gemischter-satz-2022
HED24448;Vernaccia Vigna Santa Margherita Panizzi 2022;2022;75cl;13.5;White;Italy;Italy;6;25.5;21.25;https://hedonism.co.uk/product/vernaccia-vigna-santa-margherita-panizzi-2022
HED24455;The Flower and the Bee Blanco 2022;2022;75cl;13;White;Spain;Spain;1;20;16.67;https://hedonism.co.uk/product/flower-and-bee-blanco-2022
HED24485;La Belle Malvasia Lunaria 2022;2022;75cl;13.5;White;Italy;Italy;4;20.3;16.92;https://hedonism.co.uk/product/la-belle-malvasia-lunaria-2022
HED95190;Chablis Droin 2022;2022;75cl;12.5;White;France;Burgundy;45;35;29.17;https://hedonism.co.uk/product/chablis-droin-2022
HED95192;Chablis Vaillons Droin 2022;2022;75cl;13;White;France;Burgundy;54;45;37.5;https://hedonism.co.uk/product/chablis-vaillons-droin-2022
HED24494;Mathias Hirtzberger Ried Kollmitz Riesling Smaragd 2022;2022;75cl;13;White;Austria;Austria;9;75;62.5;https://hedonism.co.uk/product/mathias-hirtzberger-ried-kollmitz-riesling-smaragd-2022
HED24496;Prieler Ried Seeberg Pinot Blanc 2022;2022;75cl;13;White;Austria;Austria;4;25;20.83;https://hedonism.co.uk/product/prieler-ried-seeberg-pinot-blanc-2022
HED95224;Chateau Saint-Maur Clos de Capelune Blanc 2022;2022;75cl;13;White;France;Regional France;10;60;50;https://hedonism.co.uk/product/chateau-saint-maur-clos-de-capelune-blanc-2022
HED24510;Tanca Nica Soki Soki 2022;2022;75cl;12;White;Italy;Italy;6;53;44.17;https://hedonism.co.uk/product/tanca-nica-soki-soki-2022
HED24521;Tolpuddle Chardonnay 2022;2022;75cl;13.5;White;Australia;Australia;2;75;62.5;https://hedonism.co.uk/product/tolpuddle-chardonnay-2022
HED24524;Fontodi Meriggio 2022;2022;75cl;13;White;Italy;Italy;3;29.4;24.5;https://hedonism.co.uk/product/fontodi-meriggio-2022
HED24558;Frontonio Microcosmico Macabeo 2022;2022;75cl;13;White;Spain;Spain;5;26;21.67;https://hedonism.co.uk/product/frontonio-microcosmico-macabeo-2022
HED24559;Chateauneuf du Pape Blanc La Charbonniere 2022;2022;75cl;14;White;France;Southern Rhone;1;44.8;37.33;https://hedonism.co.uk/product/chateauneuf-du-pape-blanc-la-charbonniere-2022
HED24560;Orgo Rkatsiteli 2022;2022;75cl;13;White;Georgia;Georgia;6;24.6;20.5;https://hedonism.co.uk/product/orgo-rkatsiteli-2022
HED95639;Salt Rock La Nina Semillon Gris 2022;2022;75cl;12;White;South Africa;South Africa;6;25;20.83;https://hedonism.co.uk/product/salt-rock-la-nina-semillon-gris-2022
HED24658;Gorgona Bianco Frescobaldi 2022;2022;75cl;13;White;Italy;Italy;69;120;100;https://hedonism.co.uk/product/gorgona-bianco-frescobaldi-2022
HED24663;Seresin Chiaroscuro 2022;2022;75cl;12.5;White;New Zealand;New Zealand;1;36.1;30.08;https://hedonism.co.uk/product/seresin-chiaroscuro-2022
HED24668;Amedeo Custoza Superiore Cavalchina 2022;2022;75cl;13.5;White;Italy;Italy;5;22.8;19;https://hedonism.co.uk/product/amedeo-custoza-superiore-cavalchina-2022
HED95742;Hugo Mendes Skin Fermented 2022;2022;75cl;11;White;Portugal;Portugal;2;30;25;https://hedonism.co.uk/product/hugo-mendes-skin-fermented-2022
HED24672;Ca dei Frati Brolettino Lugana 2022;2022;75cl;13.5;White;Italy;Italy;4;40;33.33;https://hedonism.co.uk/product/ca-dei-frati-brolettino-lugana-2022
HED24677;Rafael Palacios Louro 2022;2022;75cl;14;White;Spain;Spain;2;31.3;26.08;https://hedonism.co.uk/product/rafael-palacios-louro-2022
HED95745;Etna Bianco Le Vigne Niche Contrada Montalto Terre Nere 2022;2022;75cl;13;White;Italy;Italy;5;40;33.33;https://hedonism.co.uk/product/etna-bianco-le-vigne-niche-contrada-montalto-terre-nere-2022
HED95746;Etna Bianco Le Vigne Niche Calderara Sottana Terre Nere 2022;2022;75cl;13;White;Italy;Italy;1;45;37.5;https://hedonism.co.uk/product/etna-bianco-le-vigne-niche-calderara-sottana-terre-nere-2022
HED24688;Tanca Nica Terra Forte 2022;2022;75cl;13;White;Italy;Italy;6;73.2;61;https://hedonism.co.uk/product/tanca-nica-terra-forte-2022
HED24716;L`Inattendu Clos du Gravillas 2022;2022;75cl;13.5;White;France;Regional France;11;26.1;21.75;https://hedonism.co.uk/product/linattendu-clos-du-gravillas-2022
HED95835;Saint Veran Les Fees Clos Sauvage 2022;2022;75cl;13;White;France;Burgundy;2;42;35;https://hedonism.co.uk/product/saint-veran-les-fees-clos-sauvage-2022
HED24743;Redoma Reserva Branco Niepoort 2022;2022;75cl;12;White;Portugal;Portugal;9;47.9;39.92;https://hedonism.co.uk/product/redoma-reserva-branco-niepoort-2022
HED24753;Chablis Fourchaume Naulin 2022;2022;75cl;13;White;France;Burgundy;1;43.8;36.5;https://hedonism.co.uk/product/chablis-fourchaume-naulin-2022
HED24755;Dajoar Zenit Riesling Andreas Bender 2022;2022;75cl;11.5;White;Germany;Germany;6;28.7;23.92;https://hedonism.co.uk/product/dajoar-zenit-riesling-andreas-bender-2022
HED24756;Wild Air Sauvignon Blanc 2022;2022;75cl;;White;South Africa;South Africa;5;28.1;23.42;https://hedonism.co.uk/product/wild-air-sauvignon-blanc-2022
HED24759;Gaia Thalassitis Assyrtiko 2022;2022;75cl;13;White;Greece;Greece;7;52.6;43.83;https://hedonism.co.uk/product/gaia-thalassitis-assyrtiko-2022
HED95876;Sakkie Mouton Vloedvlak 2022;2022;75cl;12;White;South Africa;South Africa;4;38.9;32.42;https://hedonism.co.uk/product/sakkie-mouton-vloedvlak-2022
HED95882;Saint Aubin Murgers des Dents de Chien Gerard Thomas 2022;2022;75cl;12.5;White;France;Burgundy;44;50;41.67;https://hedonism.co.uk/product/saint-aubin-murgers-des-dents-de-chien-gerard-thomas-2022
HED95883;Puligny Montrachet La Garenne Gerard Thomas 2022;2022;75cl;12.5;White;France;Burgundy;19;95;79.17;https://hedonism.co.uk/product/puligny-montrachet-la-garenne-gerard-thomas-2022
HED95898;Groebe Aulerde Riesling Grand Cru 2022;2022;75cl;;White;Germany;Germany;1;77.8;64.83;https://hedonism.co.uk/product/groebe-aulerde-riesling-grand-cru-2022
HED95933;Sauvignon Blanc Miani 2022;2022;75cl;13.5;White;Italy;Italy;1;95;79.17;https://hedonism.co.uk/product/sauvignon-blanc-miani-2022
HED96075;Cervaro della Sala 2022;2022;75cl;13;White;Italy;Italy;18;85;70.83;https://hedonism.co.uk/product/cervaro-della-sala-2022
HED96087;Macon Solutre Pouilly Domaines Leflaive 2022;2022;75cl;12.5;White;France;Burgundy;7;65;54.17;https://hedonism.co.uk/product/macon-solutre-pouilly-domaines-leflaive-2022
HED96088;Auxey Duresses Blanc Leflaive et Associes 2022;2022;75cl;12.5;White;France;Burgundy;42;65;54.17;https://hedonism.co.uk/product/auxey-duresses-blanc-leflaive-et-associes-2022
HED96089;Bourgogne Blanc Leflaive et Associes 2022;2022;75cl;13;White;France;Burgundy;119;85;70.83;https://hedonism.co.uk/product/bourgogne-blanc-leflaive-et-associes-2022
HED96097;Meursault Sous Le Dos d`Ane Domaine Leflaive 2022;2022;75cl;14;White;France;Burgundy;18;300;250;https://hedonism.co.uk/product/meursault-sous-le-dos-dane-domaine-leflaive-2022
HED96099;Puligny Montrachet Domaine Leflaive 2022;2022;75cl;13;White;France;Burgundy;5;200;166.67;https://hedonism.co.uk/product/puligny-montrachet-domaine-leflaive-2022
HED96100;Bourgogne Blanc Domaine Leflaive 2022;2022;75cl;13;White;France;Burgundy;107;110;91.67;https://hedonism.co.uk/product/bourgogne-blanc-domaine-leflaive-2022
HED96110;Bourgogne Chardonnay Alain Chavy 2022;2022;75cl;13;White;France;Burgundy;94;27;22.5;https://hedonism.co.uk/product/bourgogne-chardonnay-alain-chavy-2022
HED96111;Puligny Montrachet Les Charmes Alain Chavy 2022;2022;75cl;13;White;France;Burgundy;84;85;70.83;https://hedonism.co.uk/product/puligny-montrachet-les-charmes-alain-chavy-2022
HED96112;Puligny Montrachet Les Champs Gains Alain Chavy 2022;2022;75cl;13;White;France;Burgundy;6;105;87.5;https://hedonism.co.uk/product/puligny-montrachet-les-champs-gains-alain-chavy-2022
HED96113;Puligny Montrachet Les Folatieres Alain Chavy 2022;2022;75cl;13;White;France;Burgundy;8;110;91.67;https://hedonism.co.uk/product/puligny-montrachet-les-folatieres-alain-chavy-2022
HED96114;Puligny Montrachet Les Pucelles Alain Chavy 2022;2022;75cl;13;White;France;Burgundy;12;125;104.17;https://hedonism.co.uk/product/puligny-montrachet-les-pucelles-alain-chavy-2022
HED24841;Leeuwin Estate Prelude Chardonnay 2022;2022;75cl;13.5;White;Australia;Australia;3;35.6;29.67;https://hedonism.co.uk/product/leeuwin-estate-prelude-chardonnay-2022
HED96141;Alheit Hereafter Here 2022;2022;75cl;13;White;South Africa;South Africa;11;30;25;https://hedonism.co.uk/product/alheit-hereafter-here-2022
HED24845;Planeta Chardonnay 2022;2022;75cl;13.5;White;Italy;Italy;1;40;33.33;https://hedonism.co.uk/product/planeta-chardonnay-2022
HED24851;Thorne and Daughters Cat`s Cradle 2022;2022;75cl;13;White;South Africa;South Africa;10;30.6;25.5;https://hedonism.co.uk/product/thorne-and-daughters-cats-cradle-2022
HED24832;Vacheron Sancerre Les Romains 2022;2022;75cl;13;White;France;Loire;9;67.2;56;https://hedonism.co.uk/product/vacheron-sancerre-les-romains-2022
HED24859;Envinate Palo Blanco 2022;2022;75cl;12;White;Spain;Spain;5;45.2;37.67;https://hedonism.co.uk/product/envinate-palo-blanco-2022
HED96169;Aubert CIX Estate Chardonnay 2022;2022;75cl;15;White;United States;USA;24;200;166.67;https://hedonism.co.uk/product/aubert-cix-estate-chardonnay-2022
HED96170;Aubert Eastside Russian River Chardonnay 2022;2022;75cl;15.1;White;United States;USA;7;160;133.33;https://hedonism.co.uk/product/aubert-eastside-russian-river-chardonnay-2022
HED96172;Aubert Lauren Chardonnay 2022;2022;75cl;15;White;United States;USA;21;250;208.33;https://hedonism.co.uk/product/aubert-lauren-chardonnay-2022
HED96173;Aubert Powder House Chardonnay 2022;2022;75cl;15.1;White;United States;USA;17;175;145.83;https://hedonism.co.uk/product/aubert-powder-house-chardonnay-2022
HED96175;Aubert UV-SL Chardonnay 2022;2022;75cl;15;White;United States;USA;35;160;133.33;https://hedonism.co.uk/product/aubert-uv-sl-chardonnay-2022
HED96177;Aubert CIX Estate Chardonnay Magnum 2022;2022;150cl;15;White;United States;USA;2;500;416.67;https://hedonism.co.uk/product/aubert-cix-estate-chardonnay-magnum-2022
HED96179;Aubert Larry Hyde & Sons Chardonnay Magnum 2022;2022;150cl;15.2;White;United States;USA;1;400;333.33;https://hedonism.co.uk/product/aubert-larry-hyde-sons-chardonnay-magnum-2022
HED96180;Aubert Lauren Chardonnay Magnum 2022;2022;150cl;15;White;United States;USA;1;585;487.5;https://hedonism.co.uk/product/aubert-lauren-chardonnay-magnum-2022
HED96183;Aubert UV-SL Chardonnay Magnum 2022;2022;150cl;15;White;United States;USA;1;400;333.33;https://hedonism.co.uk/product/aubert-uv-sl-chardonnay-magnum-2022
HED24866;Wild Idol Brut Alcohol Free 2022;2022;75cl;;White;England;Non-Alcoholic Wines;4;32;26.67;https://hedonism.co.uk/product/wild-idol-brut-alcohol-free-2022
HED96252;Beykush Albarino 2022;2022;75cl;13;White;Ukraine;Ukraine;3;26;21.67;https://hedonism.co.uk/product/beykush-albarino-2022
HED96253;Beykush Rkatsiteli 2022;2022;75cl;13.5;White;Ukraine;Ukraine;7;26;21.67;https://hedonism.co.uk/product/beykush-rkatsiteli-2022
HED96278;Puligny Montrachet Joseph Pascal 2022;2022;75cl;13;White;France;Burgundy;54;78;65;https://hedonism.co.uk/product/puligny-montrachet-joseph-pascal-2022
HED96286;Kolonist Semi-Dry Riesling 2022;2022;75cl;11.5;White;Ukraine;Ukraine;9;25;20.83;https://hedonism.co.uk/product/kolonist-semi-dry-riesling-2022
HED96316;Chablis Domaine William Fevre 2022;2022;75cl;12.5;White;France;Burgundy;11;32;26.67;https://hedonism.co.uk/product/chablis-domaine-william-fevre-2022
HED96344;Shafer Red Shoulder Ranch Chardonnay 2022;2022;75cl;15;White;United States;USA;38;65;54.17;https://hedonism.co.uk/product/shafer-red-shoulder-ranch-chardonnay-2022
HED96349;Puligny Montrachet Jean Louis Chavy 2022;2022;75cl;13.5;White;France;Burgundy;48;80;66.67;https://hedonism.co.uk/product/puligny-montrachet-jean-louis-chavy-2022
HED96350;Saint Romain La Perriere Paul Chavy 2022;2022;75cl;13.5;White;France;Burgundy;28;52;43.33;https://hedonism.co.uk/product/saint-romain-la-perriere-paul-chavy-2022
HED96430;Pouilly Fuisse Tete de Cuvee Chateau Fuisse 2022;2022;75cl;13.5;White;France;Burgundy;226;35;29.17;https://hedonism.co.uk/product/pouilly-fuisse-tete-de-cuvee-chateau-fuisse-2022
HED96432;Bourgogne Aligote Chateau de Chamilly 2022;2022;75cl;12.5;White;France;Burgundy;146;20;16.67;https://hedonism.co.uk/product/bourgogne-aligote-chateau-de-chamilly-2022
HED96433;Bouzeron Les Bouchines Chateau de Chamilly 2022;2022;75cl;12.5;White;France;Burgundy;94;25;20.83;https://hedonism.co.uk/product/bouzeron-les-bouchines-chateau-de-chamilly-2022
HED96434;Montagny Les Reculerons Chateau de Chamilly 2022;2022;75cl;13;White;France;Burgundy;20;25;20.83;https://hedonism.co.uk/product/montagny-les-reculerons-chateau-de-chamilly-2022
HED96435;Montagny Les Burnins Chateau de Chamilly 2022;2022;75cl;13;White;France;Burgundy;28;35;29.17;https://hedonism.co.uk/product/montagny-les-burnins-chateau-de-chamilly-2022
HED96437;Maranges La Fussiere Blanc Bachelet Monnot 2022;2022;75cl;13;White;France;Burgundy;65;40;33.33;https://hedonism.co.uk/product/maranges-la-fussiere-blanc-bachelet-monnot-2022
HED96438;Chassagne Montrachet Bachelet Monnot 2022;2022;75cl;13;White;France;Burgundy;190;65;54.17;https://hedonism.co.uk/product/chassagne-montrachet-bachelet-monnot-2022
HED96439;Meursault Clos du Cromin Bachelet Monnot 2022;2022;75cl;13;White;France;Burgundy;37;70;58.33;https://hedonism.co.uk/product/meursault-clos-du-cromin-bachelet-monnot-2022
HED96440;Puligny Montrachet Bachelet Monnot 2022;2022;75cl;13;White;France;Burgundy;11;70;58.33;https://hedonism.co.uk/product/puligny-montrachet-bachelet-monnot-2022
